TYPE,PROJECT,QUAD_24K,SM_NAME,SM_TYPE,SMD_TYPE,MVMTDATE,COL_DATE,NC_CNTY,ROAD,RD_AZ,SA_ASPCT,DATA_SRC,EL_HEAD,EL_APEX,EL_TOE,SLP_CNFG,D_MASS_L,D_MASS_W,D_MASS_T,TRKLENG,DAMAGE,MVMT_HIS,REMARKS,SOURCE1,SOURCE2,NCGSINVS,LAT,LONG,COMBTYPE
Deposit,Blue Ridge Parkway,DUNSMORE MOUNTAIN,DMR-5,,block stream,Unknown,2/24/2004,Henderson,Blue Ridge Parkway,30,110,NCGS,0,3640,3400,Unmodified,300,100,0,0,Unknown,Unknown,,,,"RW, RL",35.4561,-82.6741,block stream
Process,Geohazards,DELLWOOD,Rich Cove,Debris Flow,,11/26/2004,4/19/2005,Haywood,Rich Mountain Road,210,110,Neil Carpenter - MVSD,4020,0,0,Road Embankment,0,0,0,0,Closed road for two weeks,Repaired using rock armor and reseeding,NEEDS MORE DATA FOR A COMPLETE RECORD,,,"RW, RL",35.5278,-83.0091,Debris Flow
Process,Blue Ridge Parkway,DUNSMORE MOUNTAIN,DMR-7,Rock Slide,,5/30/2002,4/16/2004,Henderson,Blue Ridge Parkway,168,255,FHWA/NCGS,3426,0,0,Road Cut,250,350,0,0,Closed Parkway,Unknown,Two inclinometers installed on lower bench and two installed across the road; considerable folding present in rock,,,"RW, RL",35.45403,-82.66591,Rock Slide
Process,Geohazards,WHITTIER,Mink Branch Slide,Weathered-rock slide,,05/05-06/2003,6/15/2004,Jackson,Wright's Creek Road,85,214,EBCI/NCGS,2360,0,0,Cut Slope - Not Road Related,40,35,10,0,Pushed trailer off foundation; also failed in front of trailer removing material from below porch,Unknown,EBCI S-1; Porch has collapsed since last visit in February 2004.  Slide appears to be in weathered rock zone controlled by fractures between areas of more competent rock,,,"RW, RL",35.48222,-83.26865,Weathered-rock slide
Process,Geohazards,WHITTIER,Cherokee Gap West Slide,Rock Slide,,05/05-06/2003,4/28/2004,Swain,U.S. Highway 19 at Highway 441,150,250,EBCI/NCGS,1976,0,0,Road Cut,60,210,10,0,Blocked portion of highway 19 and damaged road above slide,Unknown,EBCI S-2; Remediation efforts include gabions and jersey barriers installed on road shoulder away from base of cut; tension crack across upper road at south end.,,,"RW, RL",35.47304,-83.31387,Rock Slide
Process,Geohazards,WHITTIER,Tooni Branch Slide,Debris Slide,,05/05-06/2003,4/28/2004,Swain,Tooni Branch Road,152,95,EBCI/NCGS,2760,0,0,Road Cut,225,250,15,0,Unknown,Unknown -- moved before May 2003,EBCI S-10; 4 foot retaining wall (H-pile with timber lagging) constructed at base with drains present.  Additional movement took place in may storms of 2003. Small tension cracks present on left side at base of main scarp.,,,"RW, RL",35.48103,-83.2861,Debris Slide
Process,Other -- White Rock Geologic Map,WHITE ROCK,Pounding Mill Branch Slide,Debris Slide,,Unknown,7/26/2001,Madison,NW of State Highway 212,0,190,NCGS,3198,0,2550,Unmodified,30,10,0,1000,Unknown,Unknown,Possibly associated with 1998 storm that caused Allen Stand Debris Flow.,,,MC,35.99509,-82.73248,Debris Slide
Process,Geohazards,SPRUCE PINE,Spruce Pine Rock Slide,Rock Slide,,1/28/2002,11/20/1998,Mitchell,Oak Avenue below Balsam Avenue,85,175,NCGS,2600,0,0,Cut Slope - Not Road Related,125,40,15,0,Slid onto empty building at base of hillside,"11/20/1998 visit revealed at least 2 previous failures.  Steel dowels in ground from past remediation. Major, rapid movement in 2002 demolished building.","Site study by NCGS, NCDOT during Fall 1998 predicted possible failure.  Rock slope failed Jan. 28, 2002 and demolished building. Displaced mass dimensions are approximate.",,,"MC, CM",35.91733,-82.0724,Rock Slide
Deposit,Geohazards,VALLE CRUCIS,VC23,,debris fan,Unknown,,Watauga,,0,124,Dr. Michalek,0,3560,3440,,623,361,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.17414,-81.76948,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC24,,debris fan,Unknown,,Avery,,0,180,Dr. Michalek,0,4040,3840,,2362,509,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.17673,-81.85444,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC25,,debris fan,Unknown,,Watauga,,0,304,Dr. Michalek,0,3360,3080,,1870,1558,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.14354,-81.76026,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC26,,debris fan,Unknown,,Watauga,,0,117,Dr. Michalek,0,3360,3120,,2231,951,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.15115,-81.79786,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC27,,debris fan,Unknown,,Watauga,,0,154,Dr. Michalek,0,3200,3000,,1148,509,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.17072,-81.76162,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC28,,debris fan,Unknown,,Watauga,,0,137,Dr. Michalek,0,3200,3000,,1230,427,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.1683,-81.76678,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC29,,block field,Unknown,,Watauga,,0,151,Dr. Michalek,0,3540,3420,,3379,1083,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.14055,-81.75628,block field
Deposit,Geohazards,VALLE CRUCIS,VC30,,block field,Unknown,,Watauga,,0,304,Dr. Michalek,0,3240,3120,,607,1509,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.14379,-81.76613,block field
Deposit,Geohazards,VALLE CRUCIS,VC31,,block field,Unknown,,Watauga,,0,139,Dr. Michalek,0,3270,3140,,738,2920,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.15428,-81.79155,block field
Deposit,Geohazards,VALLE CRUCIS,VC32,,block field,Unknown,,Watauga,,0,134,Dr. Michalek,0,3360,3280,,328,984,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.16649,-81.77389,block field
Deposit,Geohazards,BIG RIDGE,BR1,,debris fan,Unknown,,Jackson,,0,329,Dr. Michalek,0,2440,2300,,837,656,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.23298,-83.12021,debris fan
Process,Geohazards,CRAGGY PINNACLE,Snowball Mountain 3,Debris Flow,,09/06-17/2004,5/11/2005,Buncombe,,0,,NCGS,5040,0,0,Unmodified,0,20,2,100,,Failed during Hurricane Frances or Ivan,,,,"RW, RL",35.7012,-82.4044,Debris Flow
Process,Geohazards,CRAGGY PINNACLE,Snowball Mountain 2,Debris Flow,,09/06-17/2004,5/11/2005,Buncombe,,0,95,NCGS,5080,0,0,Unmodified,0,60,5,500,Blocked forest road,Failed during Hurricane Frances or Ivan,Lot of wind thrown trees around headscarp - possible trigger??,,,"RW, RL",35.7013,-82.4045,Debris Flow
Process,Geohazards,CRAGGY PINNACLE,Snowball Mountain 1,Debris Slide-Flow,,Unknown,5/11/2005,Buncombe,,0,85,NCGS,5040,0,0,Unmodified,0,30,0,0,Unknown,Unknown,,,,"RW, RL",35.7015,-82.4044,Debris Slide-Flow
Process,Geohazards,SPRUCE PINE,Oak Ave East,Rock Slide,,5/11/2005,5/17/2005,Mitchell,Oak Avenue,95,150,Mitchell County EM,2610,0,2560,Cut Slope - Not Road Related,65,20,0,0,Damaged a garage and a storage building,,coordinates taken at toe of slide; dimensions are estimated,,,"RW, RL",35.91721,-82.07186,Rock Slide
Process,Geohazards,SPRUCE PINE,Oak Ave West,Debris Slide,,3/6/2005,5/17/2005,Mitchell,Oak Avenue,80,180,NCGS,2610,0,2560,Road Cut,85,25,0,0,Blocked road,,coordinates taken at toe of failure; dimensions are estimated,,,"RW, RL",35.91703,-82.07294,Debris Slide
Process,Landslide Hazard Mapping,CRUSO,Camp Hope Rock Slide,Rock Slide,,6/12/2005,,Haywood,US Highway 276,358,125,Ashville Citizen Times,0,0,0,Road Cut,0,0,0,0,Blocked both lanes of Highway,,,,,,35.38539,-82.8158,Rock Slide
Process,Landslide Hazard Mapping,WHITE ROCK,Walnut Gap,Earth Slide,,Unknown,Sep-86,Madison,US Highway 25/70,145,,NCDOT,0,0,0,Road Embankment,60,200,20,0,Road cracked,Unknown,Slope indicators installed,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,35.89444,-82.75,Earth Slide
Process,Landslide Hazard Mapping,MARSHALL,Walnut Creek1,Earth Slide,,Unknown,Apr-80,Madison,Walnut Creek Road,0,,NCDOT,0,0,0,Road Embankment,40,130,10,0,Shoulder dropped down,Unknown,,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,35.88639,-82.66361,Earth Slide
Deposit,Geohazards,CASHIERS,CA1,,debris fan,Unknown,,Jackson,,0,15,Dr. Michalek,0,3480,3360,,1017,492,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.12149,-83.09527,debris fan
Deposit,Geohazards,GLENVILLE,GL1,,debris fan,Unknown,,Jackson,,0,80,Dr. Michalek,0,2800,2580,,1050,722,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.21854,-83.1543,debris fan
Deposit,Geohazards,GLENVILLE,GL2,,debris fan,Unknown,,Jackson,,0,314,Dr. Michalek,0,3120,2800,,1460,476,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.21473,-83.14225,debris fan
Deposit,Geohazards,HIGHLANDS,HI1,,debris fan,Unknown,,Macon,,0,207,Dr. Michalek,0,4200,3950,,1312,1099,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.10706,-83.18829,debris fan
Deposit,Geohazards,TUCKASEGEE,TC1,,debris fan,Unknown,,Swain,,0,212,Dr. Michalek,0,2640,2160,,3117,1788,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.27251,-83.10411,debris fan
Deposit,Geohazards,WAYAH BALD,WB1,,debris fan,Unknown,,Macon,,0,86,Dr. Michalek,0,3600,3000,,2953,1509,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.20658,-83.56004,debris fan
Deposit,Geohazards,WAYAH BALD,WB2,,block field,Unknown,,Macon,,0,341,Dr. Michalek,0,2600,2400,,640,2674,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.20358,-83.52788,block field
Deposit,Geohazards,CRUSO,CR1,,block field,Unknown,,Haywood,,0,313,Dr. Michalek,0,4920,4800,,771,2707,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.40703,-82.75426,block field
Deposit,Geohazards,CRUSO,CR2,,block field,Unknown,,Haywood,,0,333,Dr. Michalek,0,4900,4520,,1083,312,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.41421,-82.75054,block field
Deposit,Geohazards,CRUSO,CR3,,block field,Unknown,,Haywood,,0,267,Dr. Michalek,0,3790,3620,,1476,1936,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.38475,-82.79816,block field
Deposit,Geohazards,CRUSO,CR4,,block field,Unknown,,Haywood,,0,55,Dr. Michalek,0,3400,3200,,755,705,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.38781,-82.81647,block field
Deposit,Geohazards,CRUSO,CR5,,block field,Unknown,,Haywood,,0,75,Dr. Michalek,0,3440,3100,,1903,197,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.40915,-82.82019,block field
Deposit,Geohazards,CRUSO,CR6,,debris fan,Unknown,,Haywood,,0,61,Dr. Michalek,0,3160,2960,,1378,755,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.41877,-82.81841,debris fan
Deposit,Geohazards,CRUSO,CR7,,block field,Unknown,,Haywood,,0,114,Dr. Michalek,0,3370,3220,,459,886,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.38316,-82.81993,block field
Deposit,Geohazards,LINVILLE FALLS,LF1,,debris fan,Unknown,,McDowell,,0,135,Dr. Michalek,0,2280,1800,,3002,3428,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.88564,-81.94857,debris fan
Deposit,Geohazards,LINVILLE FALLS,LF2,,debris fan,Unknown,,McDowell,,0,"163, 108",Dr. Michalek,0,2820,2000,,4396,1673,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.91465,-81.95407,debris fan
Deposit,Geohazards,LINVILLE FALLS,LF3,,block field,Unknown,,Avery,,0,296,Dr. Michalek,0,3000,2800,,869,1739,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.97074,-81.99511,block field
Deposit,Geohazards,LINVILLE FALLS,LF4,,block field,Unknown,,Avery,,0,316,Dr. Michalek,0,2960,2820,,1017,1115,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.97548,-81.98784,block field
Deposit,Geohazards,LINVILLE FALLS,LF5,,block field,Unknown,,Avery,,0,183,Dr. Michalek,0,3100,2840,,3150,1132,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.98893,-81.99344,block field
Deposit,Geohazards,LINVILLE FALLS,LF6,,block field,Unknown,,Avery,,0,325,Dr. Michalek,0,3200,3020,,1526,738,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.97795,-81.9613,block field
Deposit,Geohazards,LINVILLE FALLS,LF7,,block field,Unknown,,McDowell,,0,273,Dr. Michalek,0,2200,2080,,623,1444,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.91108,-81.93838,block field
Deposit,Geohazards,LINVILLE FALLS,LF8,,block field,Unknown,,McDowell,,0,214,Dr. Michalek,0,2220,2000,,1755,951,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.90673,-81.93733,block field
Deposit,Geohazards,LINVILLE FALLS,LF9,,block field,Unknown,,McDowell,,0,236,Dr. Michalek,0,2120,1950,,1411,492,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.90161,-81.93448,block field
Deposit,Geohazards,LINVILLE FALLS,LF10,,block field,Unknown,,McDowell,,0,226,Dr. Michalek,0,2200,2000,,1132,459,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.90024,-81.93468,block field
Process,Landslide Hazard Mapping,WHITE ROCK,Revere Road,Earth Slide,,Unknown,6/7/1990,Madison,Revere Road,335,155,NCDOT,0,0,0,Road Embankment,120,125,10,0,Affected shoulder and 1 lane of traffic,Unknown,,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,35.90806,-82.6925,Earth Slide
Process,Landslide Hazard Mapping,FINES CREEK,Fines Creek Slide,Rock Slide,,May-78,5/15/1978,Haywood,Interstate 40 MM 16,0,,NCDOT,0,0,0,Road Cut,0,0,0,0,Blocked east bound lanes,Unknown,,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,35.66556,-82.99111,Rock Slide
Process,Landslide Hazard Mapping,WATERVILLE,World's Fair Slide,Rock Slide,,Jun-82,Unknown,Haywood,Interstate 40,305,,NCDOT,0,0,0,Road Cut,100,60,15,0,Blocked all 4 lanes of traffic,Unknown,Rock bolts installed,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,35.7725,-83.08806,Rock Slide
Process,Landslide Hazard Mapping,COVE CREEK GAP,I-40 MM 7.5,Debris Flow,,May-73,Unknown,Haywood,Interstate 40,0,,NCDOT,0,0,0,Road Cut,0,50,15,1500,Blocked all 4 lanes of traffic,Failure prior to this at an unknown time,,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,,,35.72222,-83.02639,Debris Flow
Process,Landslide Hazard Mapping,WATERVILLE,I-40 MM 0.1,Rock Slide,,4/6/1989,Jul-90,Haywood,Interstate 40,110,,NCDOT,0,0,0,Road Cut,150,200,0,0,Traveled-way affected,Failed previously,,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,,,35.77583,-83.09611,Rock Slide
Process,Landslide Hazard Mapping,COVE CREEK GAP,I-40 MM 7.95,Debris Slide-Flow,,1973,Jul-90,Haywood,Interstate 40,280,,NCDOT,0,0,0,Road Embankment,150,400,0,0,Blocked one lane of traffic,,Caused by blocked drainage structure,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,35.72278,-83.03139,Debris Slide-Flow
Process,Landslide Hazard Mapping,WAYNESVILLE,Burnett Siding,Debris Slide,,Unknown,7/13/1990,Haywood,NC Highway 215,5,,NCDOT,0,0,0,Road Cut,45,75,0,0,Unknown,Unknown,,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,35.39667,-82.93833,Debris Slide
